id,character_id,sprite,cat_speaking,en,effets,room_id,time,start_condition,variant,item_given,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,next_line_1,next_line_2,next_line_3,next_line_4,next_line_5,next_line_6,fr
housekeeper_[sad]___finaltrial-14__%°@#,housekeeper,sad,FALSE,"Everyone knows you fought all the time! Until the day before she died, that is. When she said you’d never fight again.",,,,,finaltrial-14,,,,,,,,wolf-witch_[neutral]___finaltrial-15__%°@#,,,,,,
wolf-witch_[neutral]___finaltrial-15__%°@#,wolf-witch,neutral,FALSE,"Temmie’s snoring is slow and solemn, echoing through the high halls of the parlor.",,,,,finaltrial-15,,,,,,,,housekeeper_[sad]___finaltrial-16__%°@#,,,,,,
housekeeper_[sad]___finaltrial-16__%°@#,housekeeper,sad,FALSE,You’ve always been a spoiled little brat! You couldn’t accept there was something she wanted more than you!,,,,,finaltrial-16,,,,,,,,housekeeper_[neutral]___finaltrial-17__%°@#,,,,,,
housekeeper_[neutral]___finaltrial-17__%°@#,housekeeper,neutral,FALSE,So you asked your only friend Germaine here for a poison with suitable plausible deniability –,,,,,finaltrial-17,,,,,,,,edgy-witch_[angry]___finaltrial-18__%°@#,,,,,,
edgy-witch_[angry]___finaltrial-18__%°@#,edgy-witch,angry,FALSE,Poison?! How dare you speak of my beautiful children like that?!,,,,,finaltrial-18,,,,,,,,cat_[neutral]___finaltrial-19__%°c@#,,,,,,
cat_[neutral]___finaltrial-19__%°c@#,cat,,TRUE,"Her… Only friend? Yeah, you can’t really pretend to be surprised.",,,,,finaltrial-19,,,,,,,,housekeeper_[sad]___finaltrial-20__%°@#,,,,,,
housekeeper_[sad]___finaltrial-20__%°@#,housekeeper,sad,FALSE,"– and you had it baked into that dreadful cake by your sister, who you knew would always side with you!",,,,,finaltrial-20,,,,,,,,kitchen-witch_[angry]___finaltrial-21__%°@#,,,,,,
kitchen-witch_[angry]___finaltrial-21__%°@#,kitchen-witch,angry,FALSE,Dreadful? Beg your pardon?,,,,,finaltrial-21,,,,,,,,housekeeper_[neutral]___finaltrial-22__%°@#,,,,,,
housekeeper_[neutral]___finaltrial-22__%°@#,housekeeper,neutral,FALSE,"You knew full well what ingredients you were cooking with, dearie. You’ve just never been able to refuse your sister anything.",,,,,finaltrial-22,,,,,,,,housekeeper_[happy]___finaltrial-23__%°@#,,,,,,
housekeeper_[happy]___finaltrial-23__%°@#,housekeeper,happy,FALSE,"I must thank you for uncovering the dreadful truth of this matter, detective.",,,,,finaltrial-23,,,,,,,,housekeeper_[neutral]___finaltrial-24__%°@#,,,,,,
housekeeper_[neutral]___finaltrial-24__%°@#,housekeeper,neutral,FALSE,Even if I can only despair at how tragic it is.,,,,,finaltrial-24,,,,,,,,housekeeper_[neutral]___finaltrial-25__%°@#,,,,,,
housekeeper_[neutral]___finaltrial-25__%°@#,housekeeper,neutral,FALSE,"It's no big deal, Suzie. It's just murder. You can own up to it.",,,,,finaltrial-25,,,,,,,,monster-witch_[displeased]___finaltrial-26__%°@#,,,,,,
monster-witch_[displeased]___finaltrial-26__%°@#,monster-witch,displeased,FALSE,"Yeah Suzie, you're a big girl! Take some responsibility for once.",,,,,finaltrial-26,,,,,,,,time-witch_[neutral]___finaltrial-27__%°@#,,,,,,
time-witch_[neutral]___finaltrial-27__%°@#,time-witch,neutral,FALSE,I admit I would love to see that.,,,,,finaltrial-27,,,,,,,,emo-witch_[sad]___finaltrial-28__%°@#,,,,,,
emo-witch_[sad]___finaltrial-28__%°@#,emo-witch,sad,FALSE,…But that’s insane! I didn’t kill her! I… I loved her.,,,,,finaltrial-28,,,,,,,,emo-witch_[angry]___finaltrial-29__%°@#,,,,,,
emo-witch_[angry]___finaltrial-29__%°@#,emo-witch,angry,FALSE,"Cat, tell me this isn’t your fault. I knew you were an idiot. But it can’t be that bad.",,,,,finaltrial-29,,,,,,,,cat_[neutral]___finaltrial-30__%°c@#,,,,,,
cat_[neutral]___finaltrial-30__%°c@#,cat,,TRUE,"She’s being very mean, but that doesn't make her wrong. Even if Suzie’s the killer, that can’t be the story behind it.",,,,,finaltrial-30,,,,,,,,cat_[neutral]___finaltrial-31__%°c@#,,,,,,
cat_[neutral]___finaltrial-31__%°c@#,cat,,TRUE,There’s a very simple reason why.,,,,,finaltrial-31,,,,,,,,[clues],,,,,,
edgy-witch_[happy]____shownitem-part1-other_%°@#,edgy-witch,happy,FALSE,Ha of course! I get it. Allow me.,,,,shownitem-part1-other,,,,,,,,,edgy-witch_[worried]___presentitem1-other-2__%°@#,,,,,,
edgy-witch_[worried]___presentitem1-other-2__%°@#,edgy-witch,worried,FALSE,"Wait, no. I don't get it. At all.",,,,,presentitem1-other-2,,,,,,,,cat_[neutral]___finaltrial-31__%°c@#,,,,,,
kitchen-witch_[neutral]____shownitem-part1-intactmushroom_%°@#,kitchen-witch,neutral,FALSE,"That’s right! That’s a nice story, but it doesn’t make sense!",,,,shownitem-part1-intactmushroom,,,,,,,,,kitchen-witch_[angry]____finaltrial-part2_%°@#,,,,,,
kitchen-witch_[angry]____finaltrial-part2_%°@#,kitchen-witch,angry,FALSE,The mushroom’s right here! Yeah! So I’m a greedy goblin. So I wanted to keep it for myself.,,,,finaltrial-part2,,,,,,,,,kitchen-witch_[happy]___finaltrial-part2-2__%°@#,,,,,,
kitchen-witch_[happy]___finaltrial-part2-2__%°@#,kitchen-witch,happy,FALSE,"Well sometimes, in this incredibly specific and convoluted scenario, greed does pay off!",,,,,finaltrial-part2-2,,,,,,,,emo-witch_[displeased]___finaltrial-part2-3__%°@#,,,,,,
emo-witch_[displeased]___finaltrial-part2-3__%°@#,emo-witch,displeased,FALSE,"You… Kept it? Del, can you please not steal my girlfriend’s shit?",,,,,finaltrial-part2-3,,,,,,,,kitchen-witch_[angry]___finaltrial-part2-4__%°@#,,,,,,
kitchen-witch_[angry]___finaltrial-part2-4__%°@#,kitchen-witch,angry,FALSE,Hey! That’s a very rude thing to say to someone who just proved you innocent.,,,,,finaltrial-part2-4,,,,,,,,time-witch_[worried]___finaltrial-part2-5__%°@#,,,,,,
time-witch_[worried]___finaltrial-part2-5__%°@#,time-witch,worried,FALSE,"No, that doesn’t ring right. It doesn’t prove her innocence.",,,,,finaltrial-part2-5,,,,,,,,cat_[happy]___finaltrial-part2-6__%°c@#,,,,,,
cat_[happy]___finaltrial-part2-6__%°c@#,cat,happy,TRUE,She's right. All it does is prove that version of events isn’t exactly what happened. Even if that specific mushroom wasn’t the murder weapon…,,,,,finaltrial-part2-6,,,,,,,,edgy-witch_[happy]___finaltrial-part2-7__%°@#,,,,,,
edgy-witch_[happy]___finaltrial-part2-7__%°@#,edgy-witch,happy,FALSE,There’s no one else with a credible motive!,,,,,finaltrial-part2-7,,,,,,,,edgy-witch_[neutral]___finaltrial-part2-8__%°@#,,,,,,
edgy-witch_[neutral]___finaltrial-part2-8__%°@#,edgy-witch,neutral,FALSE,And especially not me.,,,,,finaltrial-part2-8,,,,,,,,edgy-witch_[happy]___finaltrial-part2-9__%°@#,,,,,,
edgy-witch_[happy]___finaltrial-part2-9__%°@#,edgy-witch,happy,FALSE,Thank goodness.,,,,,finaltrial-part2-9,,,,,,,,emo-witch_[worried]___finaltrial-part2-10__%°@#,,,,,,
emo-witch_[worried]___finaltrial-part2-10__%°@#,emo-witch,worried,FALSE,That’s a lie! We didn’t break up.,,,,,finaltrial-part2-10,,,,,,,,monster-witch_[angry]___finaltrial-part2-11__%°@#,,,,,,
monster-witch_[angry]___finaltrial-part2-11__%°@#,monster-witch,angry,FALSE,"You’re still hiding something, you brat! If you didn’t, why is that photo ripped up?!",,,,,finaltrial-part2-11,,,,,,,,monster-witch_[angry]___finaltrial-part2-12__%°@#,,,,,,
monster-witch_[angry]___finaltrial-part2-12__%°@#,monster-witch,angry,FALSE,It’s not like anyone else could have done it for her!,,,,,finaltrial-part2-12,,,,,,,,housekeeper_[sad]___finaltrial-part2-13__%°@#,,,,,,
housekeeper_[sad]___finaltrial-part2-13__%°@#,housekeeper,sad,FALSE,Or I suppose you could have ripped it up yourself. After you killed her. Symbolically.,,,,,finaltrial-part2-13,,,,,,,,housekeeper_[happy]___finaltrial-part2-14__%°@#,,,,,,
housekeeper_[happy]___finaltrial-part2-14__%°@#,housekeeper,happy,FALSE,"After all, you’re the only other person with access to her room, as you’ve so loudly proclaimed.",,,,,finaltrial-part2-14,,,,,,,,time-witch_[neutral]___finaltrial-part2-15__%°@#,,,,,,
time-witch_[neutral]___finaltrial-part2-15__%°@#,time-witch,neutral,FALSE,It’s true. She did say that.,,,,,finaltrial-part2-15,,,,,,,,cat_[neutral]___finaltrial-part2-16__%°c@#,,,,,,
cat_[neutral]___finaltrial-part2-16__%°c@#,cat,,TRUE,Wait. That’s not right.,,,,,finaltrial-part2-16,,,,,,,,cat_[neutral]___finaltrial-part2-17__%°c@#,,,,,,
cat_[neutral]___finaltrial-part2-17__%°c@#,cat,,TRUE,There is someone else. Someone who could have gotten into that room. But who?,,,,,finaltrial-part2-17,,,,,,,,[select],,,,,,
wolf-witch_[neutral]____select-housekeeper_%°c@#,wolf-witch,neutral,TRUE,"Temmie is still snoring loudly, in case you were wondering. It’s not doing wonders for the dramatic tension of the moment.",,,,select-housekeeper,,,,,,,,,time-witch_[happy]____finaltrial-part3_%°@#,,,,,,
time-witch_[happy]____finaltrial-part3_%°@#,time-witch,happy,FALSE,The clock strikes twelves! He’s right. Suzie is the only witch here with access to Vicky’s room... But she’s not the only person.,,,,finaltrial-part3,,,,,,,,,edgy-witch_[angry]___finaltrial-part3-2__%°@#,,,,,,
edgy-witch_[angry]___finaltrial-part3-2__%°@#,edgy-witch,angry,FALSE,Gasp! Surely you don’t mean…,,,,,finaltrial-part3-2,,,,,,,,edgy-witch_[worried]___finaltrial-part3-3__%°@#,,,,,,
edgy-witch_[worried]___finaltrial-part3-3__%°@#,edgy-witch,worried,FALSE,I don’t actually know who you mean. Please say who you mean.,,,,,finaltrial-part3-3,,,,,,,,monster-witch_[neutral]___finaltrial-part3-4__%°@#,,,,,,
monster-witch_[neutral]___finaltrial-part3-4__%°@#,monster-witch,neutral,FALSE,"The housekeeper, Germaine. She’s got a master key. It’s kind of crucial to her job.",,,,,finaltrial-part3-4,,,,,,,,edgy-witch_[worried]___finaltrial-part3-5__%°@#,,,,,,
edgy-witch_[worried]___finaltrial-part3-5__%°@#,edgy-witch,worried,FALSE,She… She does?! Has… Has she been in my room? Why wasn’t I made aware of this?!,,,,,finaltrial-part3-5,,,,,,,,housekeeper_[neutral]___finaltrial-part3-6__%°@#,,,,,,
housekeeper_[neutral]___finaltrial-part3-6__%°@#,housekeeper,neutral,FALSE,"It is part of a housekeeper’s pride to see the embarassing erotica collection scattered across the room of her residents, and have the decorum to never mention it.",,,,,finaltrial-part3-6,,,,,,,,emo-witch_[neutral]___finaltrial-part3-7__%°@#,,,,,,
emo-witch_[neutral]___finaltrial-part3-7__%°@#,emo-witch,neutral,FALSE,"Wait, pause. As much as I believe in my own innocence – and I do, on account of, y’know, being innocent – why would the housekeeper tear up that photo?",,,,,finaltrial-part3-7,,,,,,,,housekeeper_[neutral]___finaltrial-part3-8__%°@#,,,,,,
housekeeper_[neutral]___finaltrial-part3-8__%°@#,housekeeper,neutral,FALSE,"Well, our feline detective here seems to be implying I did it to frame you.",,,,,finaltrial-part3-8,,,,,,,,housekeeper_[neutral]___finaltrial-part3-9__%°@#,,,,,,
housekeeper_[neutral]___finaltrial-part3-9__%°@#,housekeeper,neutral,FALSE,"How I would know to frame you for a crime before it ever happens is, however, beyond me.",,,,,finaltrial-part3-9,,,,,,,,housekeeper_[happy]___finaltrial-part3-10__%°@#,,,,,,
housekeeper_[happy]___finaltrial-part3-10__%°@#,housekeeper,happy,FALSE,"Do you mind enlightening us on this nonsense, sweetie?",,,,,finaltrial-part3-10,,,,,,,,cat_[neutral]___finaltrial-part3-11__%°c@#,,,,,,
cat_[neutral]___finaltrial-part3-11__%°c@#,cat,,TRUE,They’re completely right. It makes no sense for the housekeeper to enter Vicky’s room to tear that picture.,,,,,finaltrial-part3-11,,,,,,,,cat_[neutral]___finaltrial-part3-12__%°c@#,,,,,,
cat_[neutral]___finaltrial-part3-12__%°c@#,cat,,TRUE,"Good thing that’s not the reason she went there in the first place, then.",,,,,finaltrial-part3-12,,,,,,,,[clues],,,,,,
edgy-witch_[happy]____shownitem-part3-other_%°@#,edgy-witch,happy,FALSE,Ha of course! I get it. Allow me.,,,,shownitem-part3-other,,,,,,,,,edgy-witch_[worried]___shownitem-part3-other-2__%°@#,,,,,,
edgy-witch_[worried]___shownitem-part3-other-2__%°@#,edgy-witch,worried,FALSE,"Wait, no. I don't get it. At all.",,,,,shownitem-part3-other-2,,,,,,,,cat_[neutral]___finaltrial-part3-12__%°c@#,,,,,,
kitchen-witch_[happy]____shownitem-part3-alarmclock_%°@#,kitchen-witch,happy,FALSE,"Great googly moogly, he does know how to do his job! You weren’t in there to tear up the photo.",,,,shownitem-part3-alarmclock,,,,,,,,,time-witch_[worried]____finaltrial-part4_%°@#,,,,,,
time-witch_[worried]____finaltrial-part4_%°@#,time-witch,worried,FALSE,You were in there to commit the murder!,,,,finaltrial-part4,,,,,,,,,housekeeper_[sad]___finaltrial-part4-2__%°@#,,,,,,
housekeeper_[sad]___finaltrial-part4-2__%°@#,housekeeper,sad,FALSE,Commit the… Murder? In a different room than the one the murder took place in?,,,,,finaltrial-part4-2,,,,,,,,time-witch_[angry]___finaltrial-part4-3__%°@#,,,,,,
time-witch_[angry]___finaltrial-part4-3__%°@#,time-witch,angry,FALSE,"The murder of my beautiful baby’s innocence! That alarm will never tick right again, because of what you did to it!",,,,,finaltrial-part4-3,,,,,,,,edgy-witch_[angry]___finaltrial-part4-4__%°@#,,,,,,
edgy-witch_[angry]___finaltrial-part4-4__%°@#,edgy-witch,angry,FALSE,"And while you were up to your dastardly deeds, you got the idea to tear that photo to frame Suzie!",,,,,finaltrial-part4-4,,,,,,,,monster-witch_[neutral]___finaltrial-part4-5__%°@#,,,,,,
monster-witch_[neutral]___finaltrial-part4-5__%°@#,monster-witch,neutral,FALSE,Dastardly deeds? But… How could she have killed Vicky remotely?,,,,,finaltrial-part4-5,,,,,,,,monster-witch_[sad]___finaltrial-part4-6__%°@#,,,,,,
monster-witch_[sad]___finaltrial-part4-6__%°@#,monster-witch,sad,FALSE,And without using magic?,,,,,finaltrial-part4-6,,,,,,,,housekeeper_[sad]___finaltrial-part4-7__%°@#,,,,,,
housekeeper_[sad]___finaltrial-part4-7__%°@#,housekeeper,sad,FALSE,You lot can’t tie your shoelaces without using magic! God forbid someone have a little imagination.,,,,,finaltrial-part4-7,,,,,,,,time-witch_[neutral]___finaltrial-part4-8__%°@#,,,,,,
time-witch_[neutral]___finaltrial-part4-8__%°@#,time-witch,neutral,FALSE,"There’s no need to get anyone’s hands dirty. With how little sleep she’d been getting, if you set her alarm clock to a little earlier than normal…",,,,,finaltrial-part4-8,,,,,,,,time-witch_[happy]___finaltrial-part4-9__%°@#,,,,,,
time-witch_[happy]___finaltrial-part4-9__%°@#,time-witch,happy,FALSE,"Say, for example, to while the house was shifting…",,,,,finaltrial-part4-9,,,,,,,,emo-witch_[worried]___finaltrial-part4-10__%°@#,,,,,,
emo-witch_[worried]___finaltrial-part4-10__%°@#,emo-witch,worried,FALSE,...There’s no way that sleepyhead would ever notice! She’d just try to walk out the door for breakfast…,,,,,finaltrial-part4-10,,,,,,,,edgy-witch_[sad]___finaltrial-part4-11__%°@#,,,,,,
edgy-witch_[sad]___finaltrial-part4-11__%°@#,edgy-witch,sad,FALSE,..And fall down three stories to the spectacular death she met at the hands of the hallway floor.,,,,,finaltrial-part4-11,,,,,,,,kitchen-witch_[happy]___finaltrial-part4-12__%°@#,,,,,,
kitchen-witch_[happy]___finaltrial-part4-12__%°@#,kitchen-witch,happy,FALSE,"While our kindly housekeeper enjoys a good night’s sleep, ready to discover the bad news along with everyone else the in the morning.",,,,,finaltrial-part4-12,,,,,,,,housekeeper_[neutral]___finaltrial-part4-13__%°@#,,,,,,
housekeeper_[neutral]___finaltrial-part4-13__%°@#,housekeeper,neutral,FALSE,…,,,,,finaltrial-part4-13,,,,,,,,housekeeper_[happy]___finaltrial-part4-14__%°@#,,,,,,
housekeeper_[happy]___finaltrial-part4-14__%°@#,housekeeper,happy,FALSE,That’s… Quite the story sweetie.,,,,,finaltrial-part4-14,,,,,,,,housekeeper_[neutral]___finaltrial-part4-15__%°@#,,,,,,
housekeeper_[neutral]___finaltrial-part4-15__%°@#,housekeeper,neutral,FALSE,"But, not only do you have no proof for any of this, besides a stacking of circumstances less stable than a jenga tower.",,,,,finaltrial-part4-15,,,,,,,,housekeeper_[neutral]___finaltrial-part4-16__%°@#,,,,,,
housekeeper_[neutral]___finaltrial-part4-16__%°@#,housekeeper,neutral,FALSE,That fairytale of yours is missing something a lot more basic than that.,,,,,finaltrial-part4-16,,,,,,,,housekeeper_[sad]___finaltrial-part4-17__%°@#,,,,,,
housekeeper_[sad]___finaltrial-part4-17__%°@#,housekeeper,sad,FALSE,"Why, oh why, would this sweet old lady, who has never known anything but comfort and kindness, ever want any harm to befall poor Vicky?",,,,,finaltrial-part4-17,,,,,,,,housekeeper_[neutral]___finaltrial-part4-18__%°@#,,,,,,
housekeeper_[neutral]___finaltrial-part4-18__%°@#,housekeeper,neutral,FALSE,What on earth could be my motive for this?,,,,,finaltrial-part4-18,,,,,,,,housekeeper_[happy]___finaltrial-part4-19__%°@#,,,,,,
housekeeper_[happy]___finaltrial-part4-19__%°@#,housekeeper,happy,FALSE,"Little bit of a spoiler warning on this one, dearie. There isn’t one.",,,,,finaltrial-part4-19,,,,,,,,cat_[neutral]___finaltrial-part4-20__%°c@#,,,,,,
cat_[neutral]___finaltrial-part4-20__%°c@#,cat,,TRUE,She’s right. ,,,,,finaltrial-part4-20,,,,,,,,cat_[neutral]___finaltrial-part4-21__%°c@#,,,,,,
cat_[neutral]___finaltrial-part4-21__%°c@#,cat,,TRUE,...,,,,,finaltrial-part4-21,,,,,,,,cat_[neutral]___finaltrial-part4-215__%°c@#,,,,,,
cat_[neutral]___finaltrial-part4-215__%°c@#,cat,,TRUE,"Wait, is she?",,,,,finaltrial-part4-215,,,,,,,,cat_[neutral]___finaltrial-part4-22__%°c@#,,,,,,
cat_[neutral]___finaltrial-part4-22__%°c@#,cat,,TRUE,"There is a motive. Because there’s always a motive. Or else, we’ve been playing a faulty game this entire time. And that’s even worse than a killer without a motive.",,,,,finaltrial-part4-22,,,,,,,,cat_[neutral]___finaltrial-part4-23__%°c@#,,,,,,
cat_[neutral]___finaltrial-part4-23__%°c@#,cat,,TRUE,"And just like that, looking at your notes, you do find one that fits the bill.",,,,,finaltrial-part4-23,,,,,,,,[motives],,,,,,
edgy-witch_[happy]____shownmotive-other_%°@#,edgy-witch,happy,FALSE,Ha of course! I get it. Allow me.,,,,shownmotive-other,,,,,,,,,edgy-witch_[worried]___shownmotive-other-2__%°@#,,,,,,
edgy-witch_[worried]___shownmotive-other-2__%°@#,edgy-witch,worried,FALSE,"Wait, no. I don't get it. At all.",,,,,shownmotive-other-2,,,,,,,,cat_[neutral]___finaltrial-part4-23__%°c@#,,,,,,
emo-witch_[neutral]___realend_shownmotive-spurned_%°@#,emo-witch,neutral,FALSE,"Huh? Oh. Ooh, I get it.",,,,shownmotive-spurned,realend,,,,,,,,emo-witch_[angry]____finaltrial-part5_%°@#,,,,,,
emo-witch_[angry]____finaltrial-part5_%°@#,emo-witch,angry,FALSE,Would you look at that. Vicky was the victim of a fit of passionate jealousy after all.,,,,finaltrial-part5,,,,,,,,,emo-witch_[displeased]___finaltrial-part5-2__%°@#,,,,,,
emo-witch_[displeased]___finaltrial-part5-2__%°@#,emo-witch,displeased,FALSE,Just… not from me.,,,,,finaltrial-part5-2,,,,,,,,emo-witch_[sad]___finaltrial-part5-3__%°@#,,,,,,
emo-witch_[sad]___finaltrial-part5-3__%°@#,emo-witch,sad,FALSE,"I wasn’t the only one in love in here. You’ve got a sweetheart of your own, don’t you?",,,,,finaltrial-part5-3,,,,,,,,emo-witch_[sad]___finaltrial-part5-4__%°@#,,,,,,
emo-witch_[sad]___finaltrial-part5-4__%°@#,emo-witch,sad,FALSE,This place.,,,,,finaltrial-part5-4,,,,,,,,housekeeper_[sad]___finaltrial-part5-5__%°@#,,,,,,
housekeeper_[sad]___finaltrial-part5-5__%°@#,housekeeper,sad,FALSE,…,,,,,finaltrial-part5-5,,,,,,,,kitchen-witch_[worried]___finaltrial-part5-6__%°@#,,,,,,
kitchen-witch_[worried]___finaltrial-part5-6__%°@#,kitchen-witch,worried,FALSE,"Well, she doesn’t have much choice, really. In her position, if she wasn’t in love with the place…",,,,,finaltrial-part5-6,,,,,,,,kitchen-witch_[sad]___finaltrial-part5-7__%°@#,,,,,,
kitchen-witch_[sad]___finaltrial-part5-7__%°@#,kitchen-witch,sad,FALSE,"I mean, it’s not like she can leave. Her soul’s bound to the place. She’s been here for centuries.",,,,,finaltrial-part5-7,,,,,,,,time-witch_[sad]___finaltrial-part5-8__%°@#,,,,,,
time-witch_[sad]___finaltrial-part5-8__%°@#,time-witch,sad,FALSE,But nothing lasts forever. Not even love.,,,,,finaltrial-part5-8,,,,,,,,time-witch_[worried]___finaltrial-part5-9__%°@#,,,,,,
time-witch_[worried]___finaltrial-part5-9__%°@#,time-witch,worried,FALSE,Except desire.,,,,,finaltrial-part5-9,,,,,,,,housekeeper_[sad]___finaltrial-part5-10__%°@#,,,,,,
housekeeper_[sad]___finaltrial-part5-10__%°@#,housekeeper,sad,FALSE,…,,,,,finaltrial-part5-10,,,,,,,,housekeeper_[sad]___finaltrial-part5-11__%°@#,,,,,,
housekeeper_[sad]___finaltrial-part5-11__%°@#,housekeeper,sad,FALSE,"Leave a rat in a cage, and given enough time, he’ll learn to forget his chains.",,,,,finaltrial-part5-11,,,,,,,,housekeeper_[sad]___finaltrial-part5-12__%°@#,,,,,,
housekeeper_[sad]___finaltrial-part5-12__%°@#,housekeeper,sad,FALSE,"Maybe even fall in love with the bars. Forget there’s a world waiting, just outside his reach.",,,,,finaltrial-part5-12,,,,,,,,housekeeper_[neutral]___finaltrial-part5-13__%°@#,,,,,,
housekeeper_[neutral]___finaltrial-part5-13__%°@#,housekeeper,neutral,FALSE,It's been here for quite a long time.,,,,,finaltrial-part5-13,,,,,,,,housekeeper_[sad]___finaltrial-part5-14__%°@#,,,,,,
housekeeper_[sad]___finaltrial-part5-14__%°@#,housekeeper,sad,FALSE,But after you break him like that. If you lie next to him and show him the stars for the first time in his life. Tell him about everything he can’t ever hope to reach.,,,,,finaltrial-part5-14,,,,,,,,housekeeper_[happy]___finaltrial-part5-15__%°@#,,,,,,
housekeeper_[happy]___finaltrial-part5-15__%°@#,housekeeper,happy,FALSE,In excruciating detail.,,,,,finaltrial-part5-15,,,,,,,,housekeeper_[sad]___finaltrial-part5-16__%°@#,,,,,,
housekeeper_[sad]___finaltrial-part5-16__%°@#,housekeeper,sad,FALSE,Don’t you think he’d bite? If only just to see if he still can?,,,,,finaltrial-part5-16,,,,,,,,housekeeper_[neutral]___finaltrial-part5-17__%°@#,,,,,,
housekeeper_[neutral]___finaltrial-part5-17__%°@#,housekeeper,neutral,FALSE,And would you blame him?,,,,,finaltrial-part5-17,,,,,,,,emo-witch_[sad]___finaltrial-part5-18__%°@#,,,,,,
emo-witch_[sad]___finaltrial-part5-18__%°@#,emo-witch,sad,FALSE,"Oh, Vic…",,,,,finaltrial-part5-18,,,,,,,,edgy-witch_[neutral]___finaltrial-part5-19__%°@#,,,,,,
edgy-witch_[neutral]___finaltrial-part5-19__%°@#,edgy-witch,neutral,FALSE,"Go on, agent of the beyond. You know you want to wedge the last nail in that coffin yourself.",,,,,finaltrial-part5-19,,,,,,,,cat_[neutral]___finaltrial-part5-20__%°c@#,,,,,,
cat_[neutral]___finaltrial-part5-20__%°c@#,cat,,TRUE,You don’t wedge nails into coffins. This girl wouldn't last a day in a funeral home. Still.,,,,,finaltrial-part5-20,,,,,,,,cat_[neutral]___finaltrial-part5-21__%°c@#,,,,,,
cat_[neutral]___finaltrial-part5-21__%°c@#,cat,,TRUE,This is why the housekeeper had to kill Vicky.,,,,,finaltrial-part5-21,,,,,,,,[clues],,,,,,
monster-witch_[neutral]____shownitem-final-other_%°@#,monster-witch,neutral,FALSE,"Dearie, it's the climactic moment. Could you be serious for a minute, please?",,,,shownitem-final-other,,,,,,,,,cat_[neutral]___finaltrial-part5-21__%°c@#,,,,,,
edgy-witch_[happy]____shownitem-final-depart_%°@#,edgy-witch,happy,FALSE,Good kitty.,,,,shownitem-final-depart,,,,,,,,,cat_[neutral]____finaltrial-part6_%°c@#,,,,,,
cat_[neutral]____finaltrial-part6_%°c@#,cat,,TRUE,"The Housekeeper says nothing. She gives the garden one long look, like lovers on either side of a train window. Then she starts walking.",,,,finaltrial-part6,,,,,,,,,cat_[neutral]___finaltrial-part6-2__%°c@#,,,,,,
cat_[neutral]___finaltrial-part6-2__%°c@#,cat,,TRUE,Deeper into the manor.,,,,,finaltrial-part6-2,,,,,,,,cat_[neutral]___finaltrial-part6-3__%°c@#,,,,,,
cat_[neutral]___finaltrial-part6-3__%°c@#,cat,,TRUE,"When she reaches the place between rooms, a long, winding corridor, she stops and sits neatly on the ground, crossing her legs.",,,,,finaltrial-part6-3,,,,,,,,cat_[neutral]___finaltrial-part6-4__%°c@#,,,,,,
cat_[neutral]___finaltrial-part6-4__%°c@#,cat,,TRUE,And she waits.,,,,,finaltrial-part6-4,,,,,,,,housekeeper_[neutral]___finaltrial-part6-5__%°@#,,,,,,
housekeeper_[neutral]___finaltrial-part6-5__%°@#,housekeeper,neutral,FALSE,"Can’t be too much longer, now.",,,,,finaltrial-part6-5,,,,,,,,[mansion-shift],,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
monster-witch_[neutral]____select-other_%°@#,monster-witch,neutral,FALSE,"Dearie, it's the climactic moment. Could you be serious for a minute, please?",,,,select-other,,,,,,,,,cat_[neutral]___finaltrial-part2-17__%°c@#,,,,,,
monster-witch_[sad]____select-empty_%°@#,monster-witch,sad,FALSE,Oh my sweet little Patricia is also starting to lose her sight. Cataract is a real pain.,,,,select-empty,,,,,,,,,time-witch_[neutral]_____%°@#,,,,,,
time-witch_[neutral]_____%°@#,time-witch,neutral,FALSE,Perhaps our feline detective is perceiving reality through means other than sight. That is where she would usually sit.,,,,,,,,,,,,,edgy-witch_[neutral]_____%°@#,,,,,,
edgy-witch_[neutral]_____%°@#,edgy-witch,neutral,FALSE,You think she did it to herself? Maybe she was trying to wriggle out of a deal with a devious demon.,,,,,,,,,,,,,emo-witch_[angry]_____%°@#,,,,,,
emo-witch_[angry]_____%°@#,emo-witch,angry,FALSE,She wasn't like that! And she wouldn't do that for the more common reasons either.,,,,,,,,,,,,,cat_[neutral]_____%°c@#,,,,,,
cat_[neutral]_____%°c@#,cat,,TRUE,"No, of course not. That's not really what happened...",,,,,,,,,,,,,[motives],,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
emo-witch_[sad]___altend_shownmotive-accident_%°@#,emo-witch,sad,FALSE,... She wasn't a morning person.,,,,shownmotive-accident,altend,,,,,,,,monster-witch_[sad]___alt-trial-end-1__%°@#,,,,,,
monster-witch_[sad]___alt-trial-end-1__%°@#,monster-witch,sad,FALSE,"Oh dear, she probably walked out of her room still half asleep.",,,,,alt-trial-end-1,,,,,,,,monster-witch_[sad]___alt-trial-end-2__%°@#,,,,,,
